Date,BRK-B,SPY
2014-05-21,1.0142537399324247,1.0046745350697908
2014-05-22,1.0168161919478584,1.0071183037151832
2014-05-23,1.0153748081848528,1.0111556034746196
2014-05-27,1.02114029519075,1.0173704117714477
2014-05-28,1.02065984995179,1.0166268542454808
2014-05-29,1.0258648628891303,1.0218859063559769
2014-05-30,1.0277065909923109,1.02353260151053
2014-06-02,1.0240230627167617,1.0247013657832622
2014-06-03,1.0164157835461833,1.024170012783066
2014-06-04,1.0188181138409218,1.0262417328567965
2014-06-05,1.0265855227398828,1.0329348239598084
2014-06-06,1.0301889581243342,1.037875173366739
2014-06-09,1.024903916357397,1.0389377913860411
2014-06-10,1.0269859311415581,1.0390437616772903
2014-06-11,1.026745708522078,1.0354313108748499
2014-06-12,1.0192184661887842,1.0281008964803928
2014-06-13,1.0132927934006917,1.031235240438831
2014-06-16,1.0101698032552,1.032084762390641
2014-06-17,1.009208856723467,1.0349533858584357
2014-06-18,1.018337612548149,1.0425497025711246
2014-06-19,1.0189782435693044,1.043718290881675
2014-06-20,1.0148943068920797,1.0458358373729364
2014-06-23,1.014333768762022,1.0455156096637959
2014-06-24,1.0152146224026575,1.0392171196187394
2014-06-25,1.0180172970375712,1.0439144711180957
2014-06-26,1.017777074418091,1.0431670658857546
2014-06-27,1.019538781699362,1.0451952939735651
2014-06-30,1.0134529231290739,1.0446615244260733
2014-07-01,1.0188981506782062,1.0516536280645135
2014-07-02,1.0228219576270488,1.0527210850438127
2014-07-03,1.0353940271154878,1.0578984203171096
2014-07-07,1.0305893665260095,1.0542158075274042
2014-07-08,1.026745708522078,1.047436975918637
2014-07-09,1.0309897749276848,1.0521340634747207
2014-07-10,1.0285874446329462,1.0479707454661291
2014-07-11,1.0300288924574525,1.0494121279470294
2014-07-14,1.0328315110385533,1.054696149091114
2014-07-15,1.0289078161973368,1.0527210850438127
2014-07-16,1.0258648628891303,1.0566175153459552
2014-07-17,1.013132607618496,1.0446083603855638
2014-07-18,1.027226153761038,1.0552830826791157
2014-07-21,1.0296284840557768,1.053308200459402
2014-07-22,1.0283472220134662,1.0578984203171096
2014-07-23,1.0260250486713258,1.0602470579416485
2014-07-24,1.0277867479449092,1.0603005739065212
2014-07-25,1.0213805738640434,1.0553366045093946
2014-07-28,1.0279468136117906,1.0557635122239168
2014-07-29,1.0198590972099395,1.0512266323689001
2014-07-30,1.0229019944643336,1.0513869221856522
2014-07-31,1.0044042521878025,1.0306237835881011
2014-08-01,1.0076073432320787,1.027474764383706
2014-08-04,1.0387572398804588,1.0348940514107536
2014-08-05,1.024903916357397,1.0248590630905365
2014-08-06,1.0338725504613842,1.0251793787807677
2014-08-07,1.032591288419073,1.0196285637767304
2014-08-08,1.0482062551619051,1.0314244408420425
2014-08-11,1.0566143511358346,1.0344135280194555
2014-08-12,1.0655028923487242,1.0329724153472342
2014-08-13,1.0656630781309198,1.0399644368699894
2014-08-14,1.0834401525490107,1.0448747964557463
2014-08-15,1.075752716425834,1.0446615244260733
2014-08-18,1.0812780448737518,1.053415062292372
2014-08-19,1.0802370054509205,1.058912625274809
2014-08-20,1.080317162403519,1.0617415985976517
2014-08-21,1.095531720744676,1.0648371898182651
2014-08-22,1.0870435879334621,1.0631827992509644
2014-08-25,1.0908872459373935,1.0685736822280192
2014-08-26,1.091047431719589,1.0692675714954871
2014-08-27,1.093209539394848,1.068840751762056
2014-08-28,1.0899263634671608,1.0682533665377882
2014-08-29,1.099055119291843,1.071295793717892
2014-09-02,1.1047406335219565,1.0707619361893093
2014-09-03,1.1028987772957743,1.0701750026013075
2014-09-04,1.1046604765693577,1.0686269342496193
2014-09-05,1.105621479154904,1.073430613829994
2014-09-08,1.1073030294835768,1.070655250318521
2014-09-09,1.0961723437581439,1.0638767764995232
2014-09-10,1.1028187404584902,1.0678798868070478
2014-09-11,1.1044202539498778,1.0691074576409172
2014-09-12,1.0977738572495321,1.0628623955796421
2014-09-15,1.1053811364201103,1.0620617383257012
2014-09-16,1.1105862054112636,1.0700680469218407
2014-09-17,1.1179532699700496,1.0715093414216499
2014-09-18,1.1313260922003385,1.0772204521078454
2014-09-19,1.1255605491406282,1.0762507303896893
2014-09-22,1.1151505312736354,1.0679390452925484
2014-09-23,1.1113068732697036,1.0618257261167412
2014-09-24,1.1206758517138657,1.070137587176064
2014-09-25,1.0977738572495321,1.0528700135690305
2014-09-26,1.110506056466353,1.0612359302105832
2014-09-29,1.1077034378852522,1.0593052555563285
2014-09-30,1.1061819532234614,1.0565171875753343
2014-10-01,1.0940102360828852,1.0421992269629434
2014-10-02,1.1021781094373344,1.0423598745694647
2014-10-03,1.1170724163294141,1.053835793734315
2014-10-06,1.114349834585598,1.0526022284554544
2014-10-07,1.094811052886236,1.0363539568439846
2014-10-08,1.1205958148765809,1.0544792053172487
2014-10-09,1.0977738572495321,1.0335655252078142
2014-10-10,1.0951313123430009,1.0217682169834243
2014-10-13,1.09208847114242,1.0049833956219907
2014-10-14,1.1001761875442708,1.006538531787979
2014-10-15,1.0861627342928266,0.9997279272745958
2014-10-16,1.078635491959533,0.9988702582737713
2014-10-17,1.0977738572495321,1.0106677483257498
2014-10-20,1.0988949335096474,1.0204809539121027
2014-10-21,1.1128283499238072,1.0406976126272336
2014-10-22,1.1022581462746186,1.0332971183611963
2014-10-23,1.110506056466353,1.0453094054484227
2014-10-24,1.1162715995260633,1.0533530356233092
2014-10-27,1.117312638948894,1.0519050310989697
2014-10-28,1.1247598524525908,1.0639707520353838
2014-10-29,1.1209962232782564,1.062362006058026
2014-10-30,1.117392667778491,1.0691721648005488
2014-10-31,1.122357522157852,1.0813988031521629
2014-11-03,1.1275624710336916,1.0819887750205024
2014-11-04,1.1385329629692416,1.0782351028364046
2014-11-05,1.1444586918111472,1.0850453495600183
2014-11-06,1.147421496174443,1.08938882351568
2014-11-07,1.1499840202590654,1.090407767721474
2014-11-10,1.1615151063784859,1.0938397869027594
2014-11-11,1.1607142895751352,1.0949122529388324
2014-11-12,1.1652787275451324,1.0937326552611109
2014-11-13,1.1714445588912044,1.0949658627502021
2014-11-14,1.1652787275451324,1.0952339997881415
2014-11-17,1.1640775023401067,1.095931021182445
2014-11-18,1.1676009088949608,1.1022588675848217
2014-11-19,1.1663196468526495,1.100489292173355
2014-11-20,1.1668802410365207,1.1024195210567493
2014-11-21,1.1747277428265792,1.1083184889681683
2014-11-24,1.179292180796577,1.111428579472557
2014-11-25,1.1836162840394686,1.110624426436605
2014-11-26,1.1866592373476754,1.1134663799030542
2014-11-28,1.1906630811338026,1.1111070085854293
2014-12-01,1.1893017902618943,1.1033850314133553
2014-12-02,1.2001120964152487,1.110517030851684
2014-12-03,1.1989910281628209,1.1148072527857458
2014-12-04,1.2015535442397551,1.1135738693344723
2014-12-05,1.2065983073333997,1.1153967847486304
2014-12-08,1.2166880657436272,1.1079431264420834
2014-12-09,1.2048367281751298,1.1071924131207256
2014-12-10,1.1937860792869812,1.0894427911168192
2014-12-11,1.2021941752609107,1.0949658627502021
2014-12-12,1.1728059778861146,1.0772695866143926
2014-12-15,1.1700832680192965,1.0698696319657122
2014-12-16,1.163356842489354,1.0612894520408622
2014-12-17,1.1887411960780234,1.0820957306999694
2014-12-18,1.2225336456406226,1.1088547630440473
2014-12-19,1.2136451124354206,1.1135724381753944
2014-12-22,1.2163676941792365,1.1186949084404247
2014-12-23,1.215166589089524,1.120204487997561
2014-12-24,1.2134849186455372,1.1203126050274272
2014-12-26,1.211963562106748,1.1239253197731403
2014-12-29,1.217568919384263,1.1254348113491852
2014-12-30,1.21788917083334,1.119395953503284
2014-12-31,1.2023542409277925,1.1082880592415396
2015-01-02,1.1945067391377338,1.1076950373620502
2015-01-05,1.177130073121318,1.0876903133640112
2015-01-06,1.1758488110790073,1.0774456309118159
2015-01-07,1.1921845657955932,1.0908715512438825
2015-01-08,1.2121236277736296,1.1102293796077898
2015-01-09,1.1969090694324727,1.1013323739093133
2015-01-12,1.1873799052061156,1.0927048484267632
2015-01-13,1.19018264390253,1.089631721711352
2015-01-14,1.1836964329843793,1.0830531878540581
2015-01-15,1.1817745479286004,1.0731318652378383
2015-01-16,1.1948271187098125,1.087205044859212
2015-01-20,1.19018264390253,1.0895235167003947
2015-01-21,1.1785714008305108,1.0950235020955335
2015-01-22,1.2023542409277925,1.111307840088854
2015-01-23,1.1941063307360582,1.1052146627174497
2015-01-26,1.1987508055433407,1.107802790736741
2015-01-27,1.1823350219971573,1.0931903808748347
2015-01-28,1.1593529987032267,1.0791708110648306
2015-01-29,1.1714445588912044,1.0891463710908684
2015-01-30,1.152386350553804,1.0754501611168394
2015-02-02,1.1749679654460592,1.0887687738450753
2015-02-03,1.1874599340357122,1.1045137056356815
2015-02-04,1.181374139526925,1.1003079690104793
2015-02-05,1.1985105829238607,1.111415417501363
2015-02-06,1.2025944635472725,1.108342026842679
2015-02-09,1.1941864876886568,1.1033811837069811
2015-02-10,1.200512504816924,1.1151361612958512
2015-02-11,1.1985906197611456,1.1157830627953893
2015-02-12,1.199471465394093,1.1265132718302495
2015-02-13,1.187860342437388,1.1311505733023846
2015-02-17,1.1945067391377338,1.132929814903035
2015-02-18,1.1905028953516066,1.1330379319329014
2015-02-19,1.1809737311252495,1.1322289458023573
2015-02-20,1.1909033037532821,1.1390229981398452
2015-02-23,1.180092877484614,1.1388613592797001
2015-02-24,1.1927450398641506,1.1420963887985291
2015-02-25,1.1913837489922425,1.1411258635197434
2015-02-26,1.187860342437388,1.1397777409951648
2015-02-27,1.1804132570566925,1.135895634014616
2015-03-02,1.1777707041424734,1.1430671897513995
2015-03-03,1.1685617913651936,1.1383758268316284
2015-03-04,1.1604740669556548,1.1335771621734332
2015-03-05,1.1696028307880244,1.134817079687055
2015-03-06,1.163356842489354,1.1188566352816611
2015-03-09,1.1701634249718953,1.123493754926208
2015-03-10,1.146620799486406,1.1052683605099105
2015-03-11,1.1486227213794693,1.1026801386441223
2015-03-12,1.1664798326348453,1.1166997964352174
2015-03-13,1.1528667877850765,1.1098518703430875
2015-03-16,1.168962199766869,1.1246800684938658
2015-03-17,1.159112776083747,1.1213370979073523
2015-03-18,1.1691223855490642,1.134817079687055
2015-03-19,1.1601538155065778,1.1296409057641577
2015-03-20,1.1653587643824173,1.1396108232695676
2015-03-23,1.1655989870018975,1.1373903564982073
2015-03-24,1.1554291837466968,1.1309990522676892
2015-03-25,1.1495836118573897,1.1144258958146693
2015-03-26,1.1453395454517827,1.1117718934199412
2015-03-27,1.1522261567639211,1.1143175148415303
2015-03-30,1.168962199766869,1.1279119658858598
2015-03-31,1.1556695264814907,1.1180545468686416
2015-04-01,1.1487027582167542,1.1141006590487557
2015-04-02,1.1495836118573897,1.1181087842784596
2015-04-06,1.1511851253487777,1.125637167858185
2015-04-07,1.145579768071263,1.122658286487313
2015-04-08,1.1473414673448465,1.1264492802501573
2015-04-09,1.150304271708142,1.1314323180823784
2015-04-10,1.1491031666184297,1.1376065846925334
2015-04-13,1.1487829151693527,1.132461556075804
2015-04-14,1.1430974009392392,1.1346279672649346
2015-04-15,1.1427771494901624,1.1397190282805245
2015-04-16,1.1378924520633995,1.1393941493043807
2015-04-17,1.126681617393056,1.12628701965697
2015-04-20,1.1378122951108016,1.1365777924699683
2015-04-21,1.1302050159402226,1.1352238514625799
2015-04-22,1.1370115984227638,1.1408025036837686
2015-04-23,1.1405348848623045,1.1436729161004107
2015-04-24,1.1378122951108016,1.146326742532957
2015-04-27,1.1298046075385475,1.1415606484746015
2015-04-28,1.141255664828371,1.1451896573183435
2015-04-29,1.140374819195423,1.1404772669178544
2015-04-30,1.1307656181317813,1.129049227062655
2015-05-01,1.1479820983660018,1.1412898250806875
2015-05-04,1.1703234906387767,1.144539447729789
2015-05-05,1.1575912994296436,1.1314323180823784
2015-05-06,1.1513453111309733,1.1267743410538893
2015-05-07,1.163597065108834,1.1312699695081005
2015-05-08,1.1876201278255956,1.1461643880932726
2015-05-11,1.1704836764209723,1.1406942106917204
2015-05-12,1.1594330275328235,1.1372817936974804
2015-05-13,1.1551889691349047,1.1374986494902553
2015-05-14,1.1673606862754808,1.149359861313647
2015-05-15,1.1631966567071585,1.150605509328987
2015-05-18,1.1677610946771566,1.1541803687440022
2015-05-19,1.173446480784268,1.1538010705304518
2015-05-20,1.168641940310104,1.152988688329801
2015-05-21,1.1632768056520693,1.1563467799331322
2015-05-22,1.1579116709940342,1.153584484546356
2015-05-26,1.1501442060412606,1.1411816200697307
2015-05-27,1.159112776083747,1.1520138637083748
2015-05-28,1.1590327392464619,1.1507137143399446
2015-05-29,1.1450993228323028,1.1435647990705444
2015-06-01,1.147902061528717,1.145893476718268
2015-06-02,1.1453395454517827,1.1447563035225634
2015-06-03,1.146620799486406,1.1477893343221623
2015-06-04,1.1320467520510906,1.1380942638792226
2015-06-05,1.1271620626320165,1.1361445266552792
2015-06-08,1.1172326021116095,1.1288325530974683
2015-06-09,1.118113455752245,1.1289953474426069
2015-06-10,1.127962879435367,1.1425897105058456
2015-06-11,1.131966723221494,1.146326742532957
2015-06-12,1.1233984334576814,1.1370112401122452
2015-06-15,1.1162715995260633,1.132515881466713
2015-06-16,1.1187540867734005,1.1387442975055952
2015-06-17,1.1208360374960609,1.1405855599099026
2015-06-18,1.1424567699180834,1.152067919290605
2015-06-19,1.128763696238718,1.1473333341935934
2015-06-22,1.133328014093402,1.1532111807777976
2015-06-23,1.131726500602014,1.1540819179033193
2015-06-24,1.1217969199662936,1.145700516589773
2015-06-25,1.1166720079277386,1.1419996447910092
2015-06-26,1.1193145608419575,1.14238063810691
2015-06-29,1.0931293904499373,1.1182704172731988
2015-06-30,1.0899263634671608,1.1205563126491354
2015-07-01,1.1012172269671021,1.1296997064598884
2015-07-02,1.1001761875442708,1.1283390554279704
2015-07-06,1.0961723437581439,1.1248013357641142
2015-07-07,1.1085842835182,1.132094252617643
2015-07-08,1.0962523805954285,1.1131543872240197
2015-07-09,1.1070628068640966,1.1146237828842522
2015-07-10,1.118914152440282,1.1292096987069948
2015-07-13,1.1322069378332862,1.1416186456097026
2015-07-14,1.1300448301580275,1.146843508268287
2015-07-15,1.1419763326868113,1.1463538583051627
2015-07-16,1.1524663793834011,1.1552795047814204
2015-07-17,1.1521461279343241,1.1563679012603465
2015-07-20,1.157190891027968,1.1571842191484627
2015-07-21,1.1499039834217806,1.1525037834801775
2015-07-22,1.1492633524006246,1.1499457215323399
2015-07-23,1.1385329629692416,1.1436866998046467
2015-07-24,1.1310858695808585,1.1317133472828331
2015-07-27,1.1268418031752514,1.1251823349454206
2015-07-28,1.146861022105886,1.1391695042523606
2015-07-29,1.1444586918111472,1.1471156748401883
2015-07-30,1.14389821774259,1.1473879293931804
2015-07-31,1.1430173641019543,1.145374024626963
2015-08-03,1.1397341881742675,1.1414554876093885
2015-08-04,1.1425368067553683,1.1392237416621789
2015-08-05,1.1491031666184297,1.143469216413424
2015-08-06,1.147902061528717,1.1339447354402732
2015-08-07,1.149503575020105,1.1316045146734275
2015-08-10,1.1484625355972744,1.1463538583051627
2015-08-11,1.1434978093409145,1.135631790453911
2015-08-12,1.1338886082772723,1.1370467668767386
2015-08-13,1.1366912268583733,1.1358497196159942
2015-08-14,1.1416560732300465,1.1394418526518497
2015-08-17,1.139654151336983,1.1459726831616746
2015-08-18,1.131966723221494,1.1425440659159025
2015-08-19,1.1248398812821878,1.1335638242400576
2015-08-20,1.1081838751165247,1.1103243405318681
2015-08-21,1.0747918339556013,1.075601142534177
2015-08-24,1.0375561347907463,1.0316259058093211
2015-08-25,1.0229019944643336,1.0189992936878023
2015-08-26,1.0618994569642723,1.059545649223614
2015-08-27,1.0908872459373935,1.083928218456814
2015-08-28,1.0869635510961773,1.0843635430290295
2015-08-31,1.073350386131095,1.075111316608871
2015-09-01,1.0442825683283765,1.0437080909405403
2015-09-02,1.0587764588110935,1.063518869421867
2015-09-03,1.0582158646272228,1.0648250191006947
2015-09-04,1.0381166088593035,1.0481709552365115
2015-09-08,1.064221630306413,1.0746759920366555
2015-09-09,1.045723888029882,1.0599811556234169
2015-09-10,1.0462844902214399,1.065913503560712
2015-09-11,1.0519698763285519,1.0707574608844865
2015-09-14,1.0482062551619051,1.0666209947048286
2015-09-15,1.0590967182678586,1.0800640126955543
2015-09-16,1.0616592343447926,1.089261825743713
2015-09-17,1.052770693131903,1.08686700977728
2015-09-18,1.0337925136240997,1.0687774757615027
2015-09-21,1.0488468861830609,1.0746860160156086
2015-09-22,1.0353940271154878,1.0607903118507362
2015-09-23,1.0342729588630593,1.0591489014270417
2015-09-24,1.0316304059488401,1.0554833804305892
2015-09-25,1.0381166088593035,1.055155187500022
2015-09-28,1.029948735504854,1.0280200770503203
2015-09-29,1.0314702201666452,1.0289500606424336
2015-09-30,1.0442024113757784,1.0481525202652713
2015-10-01,1.0400385019227698,1.051106972219912
2015-10-02,1.0396380935210943,1.0668081363505142
2015-10-05,1.0600577208534046,1.0857915875765538
2015-10-06,1.0505285486193596,1.08207147724592
2015-10-07,1.0624599310328298,1.0909343814735752
2015-10-08,1.0710282127889543,1.1007819583394287
2015-10-09,1.065262669729244,1.1014382503540654
2015-10-12,1.06822547409254,1.1024779639627107
2015-10-13,1.0585362361916133,1.0955297980810503
2015-10-14,1.0504483996744487,1.0902777258037633
2015-10-15,1.07142862119063,1.1070185155619194
2015-10-16,1.0715086580279147,1.1120517554045903
2015-10-19,1.0699871733661235,1.1125987749043678
2015-10-20,1.0743113967243287,1.111176279030974
2015-10-21,1.0667841463833474,1.1042829781575803
2015-10-22,1.0993753707409197,1.1226649085307523
2015-10-23,1.10329918569745,1.1353026121351266
2015-10-26,1.0970531973987796,1.1324031131698424
2015-10-27,1.0860827054632298,1.1301054048661052
2015-10-28,1.106342147013344,1.1430711254388644
2015-10-29,1.1041800313303978,1.1427976156889756
2015-10-30,1.089205695608721,1.1375457252392764
2015-11-02,1.1082639119538094,1.1510038701122254
2015-11-03,1.104580439732073,1.1543408403883415
2015-11-04,1.1004964470010357,1.15094909308505
2015-11-05,1.0936099477965233,1.1496907406001886
2015-11-06,1.0916880627407444,1.1490891259008238
2015-11-09,1.073030134682018,1.138366254488942
2015-11-10,1.0788757145790127,1.1409921557232463
2015-11-11,1.0807175708051948,1.1365063752858064
2015-11-12,1.0632607478361806,1.1206407979579942
2015-11-13,1.0566945080884331,1.108058135324068
2015-11-16,1.067424777404503,1.1249081096159932
2015-11-17,1.0657431069605166,1.1240874923852369
2015-11-18,1.090807209100109,1.141922315277541
2015-11-19,1.0940903930354835,1.1409377364858406
2015-11-20,1.0940903930354835,1.1450953239927135
2015-11-23,1.0889654729892406,1.1437825522704461
2015-11-24,1.0853619174894755,1.1453143265241055
2015-11-25,1.0820788616771027,1.1451500071733915
2015-11-27,1.0780750178909757,1.1464630487043377
2015-11-30,1.0737507945327704,1.14170340072724
2015-12-01,1.0924887594287818,1.1525903275465628
2015-12-02,1.0831999299295303,1.1408281003158052
2015-12-03,1.0622998653659481,1.1248534264353147
2015-12-04,1.0928891678304573,1.1467913296159955
2015-12-07,1.0858424828437496,1.1398435215241047
2015-12-08,1.067905222643463,1.1321841986195416
2015-12-09,1.0546925861953695,1.123376247381243
2015-12-10,1.0546925861953695,1.1262757463465265
2015-12-11,1.0434817515250259,1.1044473854893844
2015-12-14,1.0571749453197055,1.1100273808885595
2015-12-15,1.0800769397840393,1.1216802417579608
2015-12-16,1.0880846273562932,1.1380926567579628
2015-12-17,1.0727899120625377,1.1207502523004416
2015-12-18,1.0372357632263556,1.1007817765118408
2015-12-21,1.0505285486193596,1.1098621641307194
2015-12-22,1.0661435153621919,1.1199333068138775
2015-12-23,1.0742312397717304,1.1338018952065438
2015-12-24,1.0721492810413822,1.1319304670188806
2015-12-28,1.0659833295799963,1.1293438581397583
2015-12-29,1.0741512029344458,1.1413965989325665
2015-12-30,1.0671044058401118,1.1333064267606106
2015-12-31,1.057335010986587,1.121969500123115
2016-01-04,1.0470051500721926,1.1062851579770872
2016-01-05,1.0510089938583196,1.108156222509575
2016-01-06,1.051649624879475,1.0941775580414193
2016-01-07,1.03683535482468,1.0679265167852086
2016-01-08,1.0276265621627134,1.0562042974891719
2016-01-11,1.0278667847821936,1.0572501815049906
2016-01-12,1.0313901833293604,1.0657801535539844
2016-01-13,1.0109705559970503,1.0391990424372686
2016-01-14,1.0255446034323654,1.0562594264407108
2016-01-15,1.0100897023564148,1.0335855731657204
2016-01-19,1.0230621802465287,1.0349614390609534
2016-01-20,0.999599655659825,1.0216983189394313
2016-01-21,1.0059257368495933,1.0274216883242875
2016-01-22,1.0172966371868184,1.0484996877844355
2016-01-25,0.9939942343208096,1.032649952918386
2016-01-26,1.0080877804633517,1.0467385233652557
2016-01-27,1.0024824231858362,1.0353465557573127
2016-01-28,1.0090487269950847,1.0407401250903419
2016-01-29,1.0391576482821343,1.0661104932231682
2016-02-01,1.0302691150769323,1.0657252005646274
2016-02-02,1.006566303809248,1.0465186234267372
2016-02-03,1.0108904631059528,1.0527923262657928
2016-02-04,1.0204997202234076,1.0544434028786713
2016-02-05,1.0134529231290739,1.0343558006930327
2016-02-08,1.0152146224026575,1.0204324411385977
2016-02-09,1.0227418647359512,1.0204875759555425
2016-02-10,1.0136131089112692,1.0196069966786552
2016-02-11,1.0016816063824856,1.0063440466539093
2016-02-12,1.0255446034323654,1.027091706444873
2016-02-16,1.0294682982735817,1.0444273011659606
2016-02-17,1.0430813431233503,1.0614876030537181
2016-02-18,1.0478860037128284,1.0571399177365073
2016-02-19,1.0494074803669315,1.0566447190992518
2016-02-22,1.0569347227002255,1.0719438565678296
2016-02-23,1.0469251132349084,1.058405883518432
2016-02-24,1.0492472945847364,1.063248761607492
2016-02-25,1.0594971266695337,1.0761263251272
2016-02-26,1.0563741285163546,1.0736499800165615
2016-02-29,1.0743914255539257,1.0652299139462815
2016-03-01,1.0965727521598194,1.0902702063531968
2016-03-02,1.0948910897235202,1.0951682192592016
2016-03-03,1.0957719353564688,1.0994608636059646
2016-03-04,1.1048206623515533,1.1030380457217785
2016-03-07,1.1108264280307436,1.1039183610553933
2016-03-08,1.1034593714796455,1.0918660660334454
2016-03-09,1.114109611966118,1.0972594535388867
2016-03-10,1.1100256112273927,1.0981397688725012
2016-03-11,1.1262812089913805,1.1158606562521303
2016-03-14,1.1188341156029975,1.1144300133297218
2016-03-15,1.1242792870983174,1.1126137199590032
2016-03-16,1.119714969243633,1.1190526395558997
2016-03-17,1.1402946622428247,1.1261521446446672
2016-03-18,1.1383728973023595,1.1305753646610925
2016-03-21,1.1381326746828795,1.1321794535060408
2016-03-22,1.1385329629692416,1.131571040801055
2016-03-23,1.128763696238718,1.1241032468659082
2016-03-24,1.1219571137561766,1.1236053618726787
2016-03-28,1.131406121029935,1.1242692671843788
2016-03-29,1.136290818456698,1.1346686907791947
2016-03-30,1.1407752275970986,1.139647429268775
2016-03-31,1.136130752789816,1.1368815559843037
2016-04-01,1.1514253399605698,1.1446259038150834
2016-04-04,1.146861022105886,1.1409198352665515
2016-04-05,1.130685461179183,1.1295242017798226
2016-04-06,1.13468930496531,1.1418600246652055
2016-04-07,1.1275624710336916,1.1281965729840102
2016-04-08,1.1295643929267551,1.1312391761262959
2016-04-11,1.1290039108505103,1.1285838305535807
2016-04-12,1.1402946622428247,1.139094145515328
2016-04-13,1.1534272618536336,1.150600230463535
2016-04-14,1.1508648658920129,1.1506554473961645
2016-04-15,1.1487027582167542,1.1493830413983879
2016-04-18,1.1561499717204509,1.157459429866108
2016-04-19,1.1687219771473887,1.1611104515787856
2016-04-20,1.1698430453998172,1.1622168372580914
2016-04-21,1.1599936297243825,1.1559660505605045
2016-04-22,1.1700032391896997,1.1559660505605045
2016-04-25,1.170563713258257,1.153974516452992
2016-04-26,1.1772902589035135,1.15568932070269
2016-04-27,1.1819347337107962,1.1580681123797725
2016-04-28,1.1696829797329351,1.1475577094369342
2016-04-29,1.164958355980742,1.141362321499564
2016-05-02,1.1762492194806826,1.1504341162985674
2016-05-03,1.1597534071049025,1.1404217743111404
2016-05-04,1.1550288954603352,1.1340603660552995
2016-05-05,1.1521461279343241,1.1338390349577028
2016-05-06,1.1580717366609161,1.1379879416636098
2016-05-09,1.14437866298155,1.1389281251968577
2016-05-10,1.1593529987032267,1.1530893738901917
2016-05-11,1.1440582834094715,1.1423025050328115
2016-05-12,1.1475816899643265,1.142634369707571
2016-05-13,1.132286974670571,1.1326773384992705
2016-05-16,1.1358905301703361,1.1438512009829485
2016-05-17,1.1237988418593572,1.1331753114735907
2016-05-18,1.1328475688544417,1.1335071702829436
2016-05-19,1.1274022772438084,1.129579512558949
2016-05-20,1.1357303443881408,1.1367155356658334
2016-05-23,1.1329276056917266,1.1351664819259275
2016-05-24,1.1507848370624165,1.1498809263916174
2016-05-25,1.153747641425712,1.1576807609637052
2016-05-26,1.1454997312339779,1.158012713619555
2016-05-27,1.147902061528717,1.162991276146954
2016-05-31,1.125400355350745,1.1607786807505234
2016-06-01,1.1370115984227638,1.163157384446515
2016-06-02,1.1379724889006846,1.166697608638758
2016-06-03,1.1302050159402226,1.1632126072445508
2016-06-06,1.135650307550856,1.1691314412862883
2016-06-07,1.1323671316231692,1.170956773247742
2016-06-08,1.1413357016656556,1.174773903259981
2016-06-09,1.1389333713709169,1.1731696384528516
2016-06-10,1.13516975020427,1.162050910786118
2016-06-13,1.1286035024488346,1.1530893738901917
2016-06-14,1.1314862779825334,1.150821379733544
2016-06-15,1.1246796954999925,1.1492171090610084
2016-06-16,1.1370115984227638,1.1526467996760892
2016-06-17,1.126921840012536,1.1483566657231183
2016-06-20,1.1344490823458298,1.1557520570858857
2016-06-21,1.1493433892379097,1.1590328250411543
