Date,Open,High,Low,Close,Volume,Market Cap,cons_date,date_diff,pos_chg,cum_pos,cost,market_value,cum_cost,pct_return
2018-03-16,8322.91,8585.15,8005.31,8338.35,"5,289,380,000","140,834,000,000",1900-01-01,-43173 days +00:00:00.000000000,0,3,0.0,25015.05,31305.42,-0.200935492959
2018-03-17,8321.91,8346.53,7812.82,7916.88,"4,426,150,000","140,834,000,000",1900-01-01,-43174 days +00:00:00.000000000,0,3,0.0,23750.64,31305.42,-0.241324984619
2018-03-18,7890.52,8245.51,7397.99,8223.68,"6,639,190,000","133,547,000,000",1900-01-01,-43175 days +00:00:00.000000000,0,3,0.0,24671.04,31305.42,-0.211924324925
2018-03-19,8344.12,8675.87,8182.4,8630.65,"6,729,110,000","141,240,000,000",1900-01-01,-43176 days +00:00:00.000000000,0,3,0.0,25891.95,31305.42,-0.172924369007
2018-03-20,8619.67,9051.02,8389.89,8913.47,"6,361,790,000","145,922,000,000",1900-01-01,-43177 days +00:00:00.000000000,0,3,0.0,26740.41,31305.42,-0.14582171394
2018-03-21,8937.48,9177.37,8846.33,8929.28,"6,043,130,000","151,316,000,000",1900-01-01,-43178 days +00:00:00.000000000,0,3,0.0,26787.84,31305.42,-0.144306640831
2018-03-22,8939.44,9100.71,8564.9,8728.47,"5,530,390,000","151,366,000,000",1900-01-01,-43179 days +00:00:00.000000000,0,3,0.0,26185.41,31305.42,-0.163550273403
2018-03-23,8736.25,8879.62,8360.62,8879.62,"5,954,120,000","147,941,000,000",1900-01-01,-43180 days +00:00:00.000000000,0,3,0.0,26638.86,31305.42,-0.149065561171
2018-03-24,8901.95,8996.18,8665.7,8668.12,"5,664,600,000","150,762,000,000",1900-01-01,-43181 days +00:00:00.000000000,0,3,0.0,26004.36,31305.42,-0.16933361699
2018-03-25,8612.81,8682.01,8449.1,8495.78,"4,569,880,000","145,882,000,000",1900-01-01,-43182 days +00:00:00.000000000,0,3,0.0,25487.34,31305.42,-0.185848968006
2018-03-26,8498.47,8530.08,7921.43,8209.4,"5,921,040,000","143,960,000,000",1900-01-01,-43183 days +00:00:00.000000000,0,3,0.0,24628.2,31305.42,-0.213292778056
2018-03-27,8200.0,8232.78,7797.28,7833.04,"5,378,250,000","138,919,000,000",1900-01-01,-43184 days +00:00:00.000000000,0,3,0.0,23499.12,31305.42,-0.249359376108
2018-03-28,7836.83,8122.89,7809.17,7954.48,"4,935,290,000","132,781,000,000",1900-01-01,-43185 days +00:00:00.000000000,0,3,0.0,23863.44,31305.42,-0.237721774696
2018-03-29,7979.07,7994.33,7081.38,7165.7,"6,361,230,000","135,205,000,000",1900-01-01,-43186 days +00:00:00.000000000,0,3,0.0,21497.1,31305.42,-0.313310602445
2018-03-30,7171.45,7276.66,6683.93,6890.52,"6,289,510,000","121,534,000,000",1900-01-01,-43187 days +00:00:00.000000000,0,3,0.0,20671.56,31305.42,-0.339681115922
2018-03-31,6892.48,7207.85,6863.52,6973.53,"4,553,270,000","116,820,000,000",1900-01-01,-43188 days +00:00:00.000000000,0,3,0.0,20920.59,31305.42,-0.331726263375
2018-04-01,7003.06,7060.95,6526.87,6844.23,"4,532,100,000","118,705,000,000",1900-01-01,-43189 days +00:00:00.000000000,0,3,0.0,20532.69,31305.42,-0.34411708899
2018-04-02,6844.86,7135.47,6816.58,7083.8,"4,333,440,000","116,037,000,000",1900-01-01,-43190 days +00:00:00.000000000,0,3,0.0,21251.4,31305.42,-0.321159083635
2018-04-03,7102.26,7530.94,7072.49,7456.11,"5,499,700,000","120,415,000,000",1900-01-01,-43191 days +00:00:00.000000000,0,3,0.0,22368.33,31305.42,-0.28548059729
2018-04-04,7456.41,7469.88,6803.88,6853.84,"4,936,000,000","126,434,000,000",1900-01-01,-43192 days +00:00:00.000000000,0,3,0.0,20561.52,31305.42,-0.343196162198
2018-04-05,6848.65,6933.82,6644.8,6811.47,"5,639,320,000","116,142,000,000",1900-01-01,-43193 days +00:00:00.000000000,0,3,0.0,20434.41,31305.42,-0.347256481466
2018-04-06,6815.96,6857.49,6575.0,6636.32,"3,766,810,000","115,601,000,000",1900-01-01,-43194 days +00:00:00.000000000,0,3,0.0,19908.96,31305.42,-0.364041114925
2018-04-07,6630.51,7050.54,6630.51,6911.09,"3,976,610,000","112,467,000,000",1900-01-01,-43195 days +00:00:00.000000000,0,3,0.0,20733.27,31305.42,-0.33770989177
2018-04-08,6919.98,7111.56,6919.98,7023.52,"3,652,500,000","117,392,000,000",1900-01-01,-43196 days +00:00:00.000000000,0,3,0.0,21070.56,31305.42,-0.326935719118
2018-04-09,7044.32,7178.11,6661.99,6770.73,"4,894,060,000","119,516,000,000",1900-01-01,-43197 days +00:00:00.000000000,0,3,0.0,20312.19,31305.42,-0.35116059775
2018-04-10,6795.44,6872.41,6704.15,6834.76,"4,272,750,000","115,306,000,000",1900-01-01,-43198 days +00:00:00.000000000,0,3,0.0,20504.28,31305.42,-0.345024599574
2018-04-11,6843.47,6968.32,6817.59,6968.32,"4,641,890,000","116,126,000,000",1900-01-01,-43199 days +00:00:00.000000000,0,3,0.0,20904.96,31305.42,-0.332225537942
2018-04-12,6955.38,7899.23,6806.51,7889.25,"8,906,250,000","118,048,000,000",1900-01-01,-43200 days +00:00:00.000000000,1,4,7889.25,31557.0,39194.67,-0.194865016085
2018-04-13,7901.09,8183.96,7758.93,7895.96,"7,764,460,000","134,114,000,000",1900-01-01,-43201 days +00:00:00.000000000,0,4,0.0,31583.84,39194.67,-0.194180229097
2018-04-14,7874.67,8140.71,7846.0,7986.24,"5,191,430,000","133,682,000,000",1900-01-01,-43202 days +00:00:00.000000000,0,4,0.0,31944.96,39194.67,-0.184966731446
2018-04-15,7999.33,8338.42,7999.33,8329.11,"5,244,480,000","135,812,000,000",1900-01-01,-43203 days +00:00:00.000000000,0,4,0.0,33316.44,39194.67,-0.14997523898
2018-04-16,8337.57,8371.15,7925.73,8058.67,"5,631,310,000","141,571,000,000",1900-01-01,-43204 days +00:00:00.000000000,0,4,0.0,32234.68,39194.67,-0.177574910058
2018-04-17,8071.66,8285.96,7881.72,7902.09,"6,900,880,000","137,070,000,000",1900-01-01,-43205 days +00:00:00.000000000,0,4,0.0,31608.36,39194.67,-0.193554633832
2018-04-18,7944.43,8197.8,7886.01,8163.42,"6,529,910,000","134,926,000,000",1900-01-01,-43206 days +00:00:00.000000000,0,4,0.0,32653.68,39194.67,-0.166884681004
2018-04-19,8159.27,8298.69,8138.78,8294.31,"7,063,210,000","138,591,000,000",1900-01-01,-43207 days +00:00:00.000000000,0,4,0.0,33177.24,39194.67,-0.153526742284
2018-04-20,8286.88,8880.23,8244.54,8845.83,"8,438,110,000","140,777,000,000",1900-01-01,-43208 days +00:00:00.000000000,0,4,0.0,35383.32,39194.67,-0.0972415381989
2018-04-21,8848.79,8997.57,8652.15,8895.58,"7,548,550,000","150,337,000,000",1900-01-01,-43209 days +00:00:00.000000000,0,4,0.0,35582.32,39194.67,-0.0921643172401
2018-04-22,8925.06,9001.64,8779.61,8802.46,"6,629,900,000","151,651,000,000",1900-01-01,-43210 days +00:00:00.000000000,0,4,0.0,35209.84,39194.67,-0.101667650219
2018-04-23,8794.39,8958.55,8788.81,8930.88,"6,925,190,000","149,448,000,000",1900-01-01,-43211 days +00:00:00.000000000,0,4,0.0,35723.52,39194.67,-0.0885617865899
2018-04-24,8934.34,9732.61,8927.83,9697.5,"10,678,800,000","151,844,000,000",1900-01-01,-43212 days +00:00:00.000000000,0,4,0.0,38790.0,39194.67,-0.0103246181177
2018-04-25,9701.03,9745.32,8799.84,8845.74,"11,083,100,000","164,893,000,000",1900-01-01,-43213 days +00:00:00.000000000,0,4,0.0,35382.96,39194.67,-0.0972507231213
2018-04-26,8867.32,9281.51,8727.09,9281.51,"8,970,560,000","150,736,000,000",1900-01-01,-43214 days +00:00:00.000000000,0,4,0.0,37126.04,39194.67,-0.0527783497093
2018-04-27,9290.63,9375.47,8987.05,8987.05,"7,566,290,000","157,948,000,000",1900-01-01,-43215 days +00:00:00.000000000,0,4,0.0,35948.2,39194.67,-0.0828293745042
2018-04-28,8939.27,9412.09,8931.99,9348.48,"7,805,480,000","151,991,000,000",1900-01-01,-43216 days +00:00:00.000000000,0,4,0.0,37393.92,39194.67,-0.0459437469431
2018-04-29,9346.41,9531.49,9193.71,9419.08,"8,853,000,000","158,928,000,000",1900-01-01,-43217 days +00:00:00.000000000,0,4,0.0,37676.32,39194.67,-0.0387386856427
2018-04-30,9426.11,9477.14,9166.81,9240.55,"8,673,920,000","160,302,000,000",1900-01-01,-43218 days +00:00:00.000000000,0,4,0.0,36962.2,39194.67,-0.0569585099198
2018-05-01,9251.47,9255.88,8891.05,9119.01,"7,713,020,000","157,350,000,000",1900-01-01,-43219 days +00:00:00.000000000,0,4,0.0,36476.04,39194.67,-0.0693622372634
2018-05-02,9104.6,9256.52,9015.14,9235.92,"7,558,160,000","154,869,000,000",1900-01-01,-43220 days +00:00:00.000000000,0,4,0.0,36943.68,39194.67,-0.0574310231468
2018-05-03,9233.97,9798.33,9188.15,9743.86,"10,207,300,000","157,087,000,000",1900-01-01,-43221 days +00:00:00.000000000,0,4,0.0,38975.44,39194.67,-0.0055933625669
2018-05-04,9695.5,9779.2,9585.96,9700.76,"8,217,830,000","164,956,000,000",1900-01-01,-43222 days +00:00:00.000000000,0,4,0.0,38803.04,39194.67,-0.00999191981971
2018-05-05,9700.28,9964.5,9695.12,9858.15,"7,651,940,000","165,055,000,000",1900-01-01,-43223 days +00:00:00.000000000,0,4,0.0,39432.6,39194.67,0.00607046825499
