PID,Date,AID,Adj Close,qty_chg
S03,2016-05-13,BRK-B,141.399994,0.0
S03,2016-05-16,BRK-B,141.850006,0.0
S03,2016-05-17,BRK-B,140.339996,0.0
S03,2016-05-18,BRK-B,141.470001,0.0
S03,2016-05-19,BRK-B,140.78999299999995,0.0
S03,2016-05-20,BRK-B,141.830002,0.0
S03,2016-05-23,BRK-B,141.479996,0.0
S03,2016-05-24,BRK-B,143.71000700000005,0.0
S03,2016-05-25,BRK-B,144.080002,0.0
S03,2016-05-26,BRK-B,143.050003,0.0
S03,2016-05-27,BRK-B,143.350006,0.0
S03,2016-05-31,BRK-B,140.53999299999998,0.0
S03,2016-06-01,BRK-B,141.990005,0.0
S03,2016-06-02,BRK-B,142.110001,0.0
S03,2016-06-03,BRK-B,141.139999,0.0
S03,2016-06-06,BRK-B,141.820007,0.0
S03,2016-06-07,BRK-B,141.410004,0.0
S03,2016-06-08,BRK-B,142.529999,0.0
S03,2016-06-09,BRK-B,142.229996,0.0
S03,2016-06-10,BRK-B,141.759995,0.0
S03,2016-06-13,BRK-B,140.940002,0.0
S03,2016-06-14,BRK-B,141.300003,0.0
S03,2016-06-15,BRK-B,140.449997,0.0
S03,2016-06-16,BRK-B,141.990005,0.0
S03,2016-06-17,BRK-B,140.729996,0.0
S03,2016-06-20,BRK-B,141.669998,0.0
S03,2016-06-21,BRK-B,143.529999,0.0
S03,2016-06-22,BRK-B,143.940002,0.0
S03,2016-06-23,BRK-B,145.979996,0.0
S03,2016-06-24,BRK-B,139.71000700000002,0.0
S03,2016-06-27,BRK-B,138.5,0.0
S03,2016-06-28,BRK-B,140.279999,0.0
S03,2016-06-29,BRK-B,142.119995,0.0
S03,2016-06-30,BRK-B,144.78999299999995,0.0
S03,2016-07-01,BRK-B,143.96000700000005,0.0
S03,2016-07-05,BRK-B,142.229996,0.0
S03,2016-07-06,BRK-B,142.509995,0.0
S03,2016-07-07,BRK-B,141.910004,0.0
S03,2016-07-08,BRK-B,143.649994,0.0
S03,2016-07-11,BRK-B,143.929993,0.0
S03,2016-07-12,BRK-B,144.669998,0.0
S03,2016-07-13,BRK-B,145.929993,0.0
S03,2016-07-14,BRK-B,145.729996,0.0
S03,2016-07-15,BRK-B,145.970001,0.0
S03,2016-07-18,BRK-B,146.570007,0.0
S03,2016-07-19,BRK-B,146.919998,0.0
S03,2016-07-20,BRK-B,146.169998,0.0
S03,2016-07-21,BRK-B,144.350006,0.0
S03,2016-07-22,BRK-B,144.600006,0.0
S03,2016-07-25,BRK-B,144.139999,0.0
S03,2016-07-26,BRK-B,144.339996,0.0
S03,2016-07-27,BRK-B,144.190002,0.0
S03,2016-07-28,BRK-B,144.419998,0.0
S03,2016-07-29,BRK-B,144.270004,0.0
S03,2016-08-01,BRK-B,143.929993,0.0
S03,2016-08-02,BRK-B,143.309998,0.0
S03,2016-08-03,BRK-B,143.630005,0.0
S03,2016-08-04,BRK-B,143.119995,0.0
S03,2016-08-05,BRK-B,145.649994,0.0
S03,2016-08-08,BRK-B,145.559998,0.0
S03,2016-08-09,BRK-B,147.220001,0.0
S03,2016-08-10,BRK-B,146.690002,0.0
S03,2016-08-11,BRK-B,147.740005,0.0
S03,2016-08-12,BRK-B,147.720001,0.0
S03,2016-08-15,BRK-B,147.779999,0.0
S03,2016-08-16,BRK-B,147.240005,0.0
S03,2016-08-17,BRK-B,149.080002,0.0
S03,2016-08-18,BRK-B,148.809998,0.0
S03,2016-08-19,BRK-B,148.75,0.0
S03,2016-08-22,BRK-B,148.449997,0.0
S03,2016-08-23,BRK-B,148.770004,0.0
S03,2016-08-24,BRK-B,148.410004,0.0
S03,2016-08-25,BRK-B,148.639999,0.0
S03,2016-08-26,BRK-B,147.910004,0.0
S03,2016-08-29,BRK-B,149.300003,0.0
S03,2016-08-30,BRK-B,150.229996,0.0
S03,2016-08-31,BRK-B,150.490005,0.0
S03,2016-09-01,BRK-B,150.350006,0.0
S03,2016-09-02,BRK-B,150.720001,0.0
S03,2016-09-06,BRK-B,150.429993,0.0
S03,2016-09-07,BRK-B,149.580002,0.0
S03,2016-09-08,BRK-B,149.779999,0.0
S03,2016-09-09,BRK-B,146.619995,0.0
S03,2016-09-12,BRK-B,148.970001,0.0
S03,2016-09-13,BRK-B,146.229996,0.0
S03,2016-09-14,BRK-B,145.779999,0.0
S03,2016-09-15,BRK-B,146.660004,0.0
S03,2016-09-16,BRK-B,145.009995,0.0
S03,2016-09-19,BRK-B,145.240005,0.0
S03,2016-09-20,BRK-B,144.919998,0.0
S03,2016-09-21,BRK-B,146.46000700000005,0.0
S03,2016-09-22,BRK-B,146.529999,0.0
S03,2016-09-23,BRK-B,145.0,0.0
S03,2016-09-26,BRK-B,144.179993,0.0
S03,2016-09-27,BRK-B,145.339996,0.0
S03,2016-09-28,BRK-B,145.279999,0.0
S03,2016-09-29,BRK-B,143.589996,0.0
S03,2016-09-30,BRK-B,144.470001,0.0
S03,2016-10-03,BRK-B,143.759995,0.0
S03,2016-10-04,BRK-B,143.169998,0.0
S03,2016-10-05,BRK-B,144.149994,0.0
S03,2016-10-06,BRK-B,143.869995,0.0
S03,2016-10-07,BRK-B,144.520004,0.0
S03,2016-10-10,BRK-B,145.199997,0.0
S03,2016-10-11,BRK-B,143.949997,0.0
S03,2016-10-12,BRK-B,144.910004,0.0
S03,2016-10-13,BRK-B,143.220001,0.0
S03,2016-10-14,BRK-B,144.179993,0.0
S03,2016-10-17,BRK-B,143.800003,0.0
S03,2016-10-18,BRK-B,144.300003,0.0
S03,2016-10-19,BRK-B,144.860001,0.0
S03,2016-10-20,BRK-B,144.490005,0.0
S03,2016-10-21,BRK-B,143.600006,0.0
S03,2016-10-24,BRK-B,143.830002,0.0
S03,2016-10-25,BRK-B,143.419998,0.0
S03,2016-10-26,BRK-B,143.940002,0.0
S03,2016-10-27,BRK-B,144.449997,0.0
S03,2016-10-28,BRK-B,144.0,0.0
S03,2016-10-31,BRK-B,144.300003,0.0
S03,2016-11-01,BRK-B,143.630005,0.0
S03,2016-11-02,BRK-B,143.190002,0.0
S03,2016-11-03,BRK-B,143.639999,0.0
S03,2016-11-04,BRK-B,142.949997,0.0
S03,2016-11-07,BRK-B,146.910004,0.0
S03,2016-11-08,BRK-B,147.78999299999995,0.0
S03,2016-11-09,BRK-B,151.279999,0.0
S03,2016-11-10,BRK-B,156.059998,0.0
S03,2016-11-11,BRK-B,156.919998,0.0
S03,2016-11-14,BRK-B,157.929993,0.0
S03,2016-11-15,BRK-B,157.46000700000005,0.0
S03,2016-11-16,BRK-B,157.080002,0.0
S03,2016-11-17,BRK-B,158.389999,0.0
S03,2016-11-18,BRK-B,157.75,0.0
S03,2016-11-21,BRK-B,158.71000700000005,0.0
S03,2016-11-22,BRK-B,158.660004,0.0
S03,2016-11-23,BRK-B,158.110001,0.0
S03,2016-11-25,BRK-B,158.179993,0.0
S03,2016-11-28,BRK-B,156.970001,0.0
S03,2016-11-29,BRK-B,157.679993,0.0
S03,2016-11-30,BRK-B,157.440002,0.0
S03,2016-12-01,BRK-B,160.119995,0.0
S03,2016-12-02,BRK-B,159.389999,0.0
S03,2016-12-05,BRK-B,160.21000700000005,0.0
S03,2016-12-06,BRK-B,161.339996,0.0
S03,2016-12-07,BRK-B,164.690002,0.0
S03,2016-12-08,BRK-B,164.110001,0.0
S03,2016-12-09,BRK-B,164.860001,0.0
S03,2016-12-12,BRK-B,166.119995,0.0
S03,2016-12-13,BRK-B,166.619995,0.0
S03,2016-12-14,BRK-B,165.059998,0.0
S03,2016-12-15,BRK-B,165.729996,0.0
S03,2016-12-16,BRK-B,164.759995,0.0
S03,2016-12-19,BRK-B,165.350006,0.0
S03,2016-12-20,BRK-B,166.360001,0.0
S03,2016-12-21,BRK-B,165.949997,0.0
S03,2016-12-22,BRK-B,166.029999,0.0
S03,2016-12-23,BRK-B,165.320007,0.0
S03,2016-12-27,BRK-B,164.949997,0.0
S03,2016-12-28,BRK-B,163.75,0.0
S03,2016-12-29,BRK-B,163.050003,0.0
S03,2016-12-30,BRK-B,162.979996,0.0
S03,2017-01-03,BRK-B,163.830002,0.0
S03,2017-01-04,BRK-B,164.080002,0.0
S03,2017-01-05,BRK-B,163.300003,0.0
S03,2017-01-06,BRK-B,163.410004,0.0
S03,2017-01-09,BRK-B,162.020004,0.0
S03,2017-01-10,BRK-B,161.470001,0.0
S03,2017-01-11,BRK-B,162.229996,0.0
S03,2017-01-12,BRK-B,161.410004,0.0
S03,2017-01-13,BRK-B,161.899994,0.0
S03,2017-01-17,BRK-B,159.639999,0.0
S03,2017-01-18,BRK-B,160.490005,0.0
S03,2017-01-19,BRK-B,159.410004,0.0
S03,2017-01-20,BRK-B,160.21000700000005,0.0
S03,2017-01-23,BRK-B,158.809998,0.0
S03,2017-01-24,BRK-B,160.720001,0.0
S03,2017-01-25,BRK-B,164.25,0.0
S03,2017-01-26,BRK-B,164.919998,0.0
S03,2017-01-27,BRK-B,164.399994,0.0
S03,2017-01-30,BRK-B,164.800003,0.0
S03,2017-01-31,BRK-B,164.139999,0.0
S03,2017-02-01,BRK-B,163.610001,0.0
S03,2017-02-02,BRK-B,163.0,0.0
S03,2017-02-03,BRK-B,163.940002,0.0
S03,2017-02-06,BRK-B,163.419998,0.0
S03,2017-02-07,BRK-B,162.929993,0.0
S03,2017-02-08,BRK-B,162.869995,0.0
S03,2017-02-09,BRK-B,164.03999299999995,0.0
S03,2017-02-10,BRK-B,164.009995,0.0
S03,2017-02-13,BRK-B,165.850006,0.0
S03,2017-02-14,BRK-B,166.949997,0.0
S03,2017-02-15,BRK-B,167.279999,0.0
S03,2017-02-16,BRK-B,167.740005,0.0
S03,2017-02-17,BRK-B,168.570007,0.0
S03,2017-02-21,BRK-B,168.919998,0.0
S03,2017-02-22,BRK-B,169.610001,0.0
S03,2017-02-23,BRK-B,170.149994,0.0
S03,2017-02-24,BRK-B,170.220001,0.0
S03,2017-02-27,BRK-B,170.630005,0.0
S03,2017-02-28,BRK-B,171.419998,0.0
S03,2017-03-01,BRK-B,177.279999,0.0
S03,2017-03-02,BRK-B,175.889999,0.0
S03,2017-03-03,BRK-B,175.679993,0.0
S03,2017-03-06,BRK-B,175.399994,0.0
S03,2017-03-07,BRK-B,175.300003,0.0
S03,2017-03-08,BRK-B,174.970001,0.0
S03,2017-03-09,BRK-B,175.369995,0.0
S03,2017-03-10,BRK-B,174.979996,0.0
S03,2017-03-13,BRK-B,175.389999,0.0
S03,2017-03-14,BRK-B,174.729996,0.0
S03,2017-03-15,BRK-B,174.669998,0.0
S03,2017-03-16,BRK-B,174.080002,0.0
S03,2017-03-17,BRK-B,172.820007,0.0
S03,2017-03-20,BRK-B,172.070007,0.0
S03,2017-03-21,BRK-B,169.470001,0.0
S03,2017-03-22,BRK-B,169.300003,0.0
S03,2017-03-23,BRK-B,169.889999,0.0
S03,2017-03-24,BRK-B,168.660004,0.0
S03,2017-03-27,BRK-B,167.440002,0.0
S03,2017-03-28,BRK-B,168.309998,0.0
S03,2017-03-29,BRK-B,166.589996,0.0
S03,2017-03-30,BRK-B,167.360001,0.0
S03,2017-03-31,BRK-B,166.679993,0.0
S03,2017-04-03,BRK-B,166.869995,0.0
S03,2017-04-04,BRK-B,166.860001,0.0
S03,2017-04-05,BRK-B,165.830002,0.0
S03,2017-04-06,BRK-B,166.470001,0.0
S03,2017-04-07,BRK-B,166.169998,0.0
S03,2017-04-10,BRK-B,166.350006,0.0
S03,2017-04-11,BRK-B,165.699997,0.0
S03,2017-04-12,BRK-B,165.110001,0.0
S03,2017-04-13,BRK-B,162.899994,0.0
S03,2017-04-17,BRK-B,164.350006,0.0
S03,2017-04-18,BRK-B,163.690002,0.0
S03,2017-04-19,BRK-B,162.759995,0.0
S03,2017-04-20,BRK-B,164.979996,0.0
S03,2017-04-21,BRK-B,163.410004,0.0
S03,2017-04-24,BRK-B,165.779999,0.0
S03,2017-04-25,BRK-B,167.529999,0.0
S03,2017-04-26,BRK-B,167.630005,0.0
S03,2017-04-27,BRK-B,166.550003,0.0
S03,2017-04-28,BRK-B,165.21000700000005,0.0
S03,2017-05-01,BRK-B,165.440002,0.0
S03,2017-05-02,BRK-B,166.050003,0.0
S03,2017-05-03,BRK-B,166.729996,0.0
S03,2017-05-04,BRK-B,166.339996,0.0
S03,2017-05-05,BRK-B,166.550003,0.0
S03,2017-05-08,BRK-B,165.020004,0.0
S03,2017-05-09,BRK-B,163.46000700000005,0.0
S03,2017-05-10,BRK-B,163.720001,0.0
S03,2017-05-11,BRK-B,163.270004,0.0
S03,2017-05-12,BRK-B,163.320007,0.0
S03,2017-05-15,BRK-B,163.800003,0.0
S03,2017-05-16,BRK-B,163.610001,0.0
S03,2017-05-17,BRK-B,161.259995,0.0
S03,2017-05-18,BRK-B,161.619995,0.0
S03,2017-05-19,BRK-B,163.240005,0.0
S03,2017-05-22,BRK-B,165.130005,0.0
S03,2017-05-23,BRK-B,165.479996,0.0
S03,2017-05-24,BRK-B,164.929993,0.0
S03,2017-05-25,BRK-B,165.300003,0.0
S03,2017-05-26,BRK-B,165.690002,0.0
S03,2017-05-30,BRK-B,165.110001,0.0
S03,2017-05-31,BRK-B,165.279999,0.0
S03,2017-06-01,BRK-B,166.660004,0.0
S03,2017-06-02,BRK-B,166.28999299999995,0.0
S03,2017-06-05,BRK-B,166.520004,0.0
S03,2017-06-06,BRK-B,166.130005,0.0
S03,2017-06-07,BRK-B,166.5,0.0
S03,2017-06-08,BRK-B,166.940002,0.0
S03,2017-06-09,BRK-B,170.0,0.0
S03,2017-06-12,BRK-B,170.5,0.0
S03,2017-06-13,BRK-B,171.470001,0.0
S03,2017-06-14,BRK-B,171.449997,0.0
S03,2017-06-15,BRK-B,170.550003,0.0
S03,2017-06-16,BRK-B,170.479996,0.0
S03,2017-06-19,BRK-B,171.550003,0.0
S03,2017-06-20,BRK-B,170.550003,0.0
S03,2017-06-21,BRK-B,169.619995,0.0
S03,2017-06-22,BRK-B,168.320007,0.0
S03,2017-06-23,BRK-B,167.220001,0.0
S03,2017-06-26,BRK-B,167.490005,0.0
S03,2017-06-27,BRK-B,167.350006,0.0
S03,2017-06-28,BRK-B,169.889999,0.0
S03,2017-06-29,BRK-B,169.300003,0.0
S03,2017-06-30,BRK-B,169.369995,0.0
S03,2017-07-03,BRK-B,171.800003,0.0
S03,2017-07-05,BRK-B,171.850006,0.0
S03,2017-07-06,BRK-B,170.199997,0.0
S03,2017-07-07,BRK-B,171.139999,0.0
S03,2017-07-10,BRK-B,170.25,0.0
S03,2017-07-11,BRK-B,169.240005,0.0
S03,2017-07-12,BRK-B,169.919998,0.0
S03,2017-07-13,BRK-B,169.690002,0.0
S03,2017-07-14,BRK-B,169.470001,0.0
S03,2017-07-17,BRK-B,170.160004,0.0
S03,2017-07-18,BRK-B,170.309998,0.0
S03,2017-07-19,BRK-B,171.199997,0.0
S03,2017-07-20,BRK-B,171.330002,0.0
S03,2017-07-21,BRK-B,171.339996,0.0
S03,2017-07-24,BRK-B,171.369995,0.0
S03,2017-07-25,BRK-B,172.940002,0.0
S03,2017-07-26,BRK-B,173.020004,0.0
S03,2017-07-27,BRK-B,173.050003,0.0
S03,2017-07-28,BRK-B,174.0,0.0
S03,2017-07-31,BRK-B,174.970001,0.0
S03,2017-08-01,BRK-B,176.28999299999995,0.0
S03,2017-08-02,BRK-B,177.850006,0.0
S03,2017-08-03,BRK-B,178.990005,0.0
S03,2017-08-04,BRK-B,179.919998,0.0
S03,2017-08-07,BRK-B,178.03999299999995,0.0
S03,2017-08-08,BRK-B,176.429993,0.0
S03,2017-08-09,BRK-B,178.059998,0.0
S03,2017-08-10,BRK-B,176.360001,0.0
S03,2017-08-11,BRK-B,175.339996,0.0
S03,2017-08-14,BRK-B,177.28999299999995,0.0
S03,2017-08-15,BRK-B,177.470001,0.0
S03,2017-08-16,BRK-B,178.53999299999995,0.0
S03,2017-08-17,BRK-B,177.160004,0.0
S03,2017-08-18,BRK-B,177.559998,0.0
S03,2017-08-21,BRK-B,178.339996,0.0
S03,2017-08-22,BRK-B,180.449997,0.0
S03,2017-08-23,BRK-B,179.979996,0.0
S03,2017-08-24,BRK-B,178.429993,0.0
S03,2017-08-25,BRK-B,179.600006,0.0
S03,2017-08-28,BRK-B,178.699997,0.0
S03,2017-08-29,BRK-B,178.619995,0.0
S03,2017-08-30,BRK-B,180.350006,0.0
S03,2017-08-31,BRK-B,181.160004,0.0
S03,2017-09-01,BRK-B,180.729996,0.0
S03,2017-09-05,BRK-B,176.979996,0.0
S03,2017-09-06,BRK-B,176.78999299999995,0.0
S03,2017-09-07,BRK-B,173.990005,0.0
S03,2017-09-08,BRK-B,175.5,0.0
S03,2017-09-11,BRK-B,177.869995,0.0
S03,2017-09-12,BRK-B,178.630005,0.0
S03,2017-09-13,BRK-B,178.919998,0.0
S03,2017-09-14,BRK-B,178.570007,0.0
S03,2017-09-15,BRK-B,179.889999,0.0
S03,2017-09-18,BRK-B,181.470001,0.0
S03,2017-09-19,BRK-B,183.009995,0.0
S03,2017-09-20,BRK-B,183.820007,0.0
S03,2017-09-21,BRK-B,183.160004,0.0
S03,2017-09-22,BRK-B,181.860001,0.0
S03,2017-09-25,BRK-B,182.520004,0.0
S03,2017-09-26,BRK-B,181.860001,0.0
S03,2017-09-27,BRK-B,183.270004,0.0
S03,2017-09-28,BRK-B,183.210007,0.0
S03,2017-09-29,BRK-B,183.320007,0.0
S03,2017-10-02,BRK-B,185.410004,0.0
S03,2017-10-03,BRK-B,185.669998,0.0
S03,2017-10-04,BRK-B,185.830002,0.0
S03,2017-10-05,BRK-B,187.119995,0.0
S03,2017-10-06,BRK-B,187.429993,0.0
S03,2017-10-09,BRK-B,187.5,0.0
S03,2017-10-10,BRK-B,188.0,0.0
S03,2017-10-11,BRK-B,187.460007,0.0
S03,2017-10-12,BRK-B,186.300003,0.0
S03,2017-10-13,BRK-B,187.369995,0.0
S03,2017-10-16,BRK-B,187.960007,0.0
S03,2017-10-17,BRK-B,187.389999,0.0
S03,2017-10-18,BRK-B,187.850006,0.0
S03,2017-10-19,BRK-B,187.210007,0.0
S03,2017-10-20,BRK-B,189.039993,0.0
S03,2017-10-23,BRK-B,189.389999,0.0
S03,2017-10-24,BRK-B,189.779999,0.0
S03,2017-10-25,BRK-B,188.710007,0.0
S03,2017-10-26,BRK-B,188.610001,0.0
S03,2017-10-27,BRK-B,188.589996,0.0
S03,2017-10-30,BRK-B,187.850006,0.0
S03,2017-10-31,BRK-B,186.940002,0.0
S03,2017-11-01,BRK-B,187.169998,0.0
S03,2017-11-02,BRK-B,188.610001,0.0
S03,2017-11-03,BRK-B,187.270004,0.0
S03,2017-11-06,BRK-B,186.679993,0.0
S03,2017-11-07,BRK-B,186.300003,0.0
S03,2017-11-08,BRK-B,184.600006,0.0
S03,2017-11-09,BRK-B,184.490005,0.0
S03,2017-11-10,BRK-B,183.679993,0.0
S03,2017-11-13,BRK-B,184.399994,0.0
S03,2017-11-14,BRK-B,183.339996,0.0
S03,2017-11-15,BRK-B,181.809998,0.0
S03,2017-11-16,BRK-B,182.050003,0.0
S03,2017-11-17,BRK-B,181.059998,0.0
S03,2017-11-20,BRK-B,181.630005,0.0
S03,2017-11-21,BRK-B,183.179993,0.0
S03,2017-11-22,BRK-B,182.559998,0.0
S03,2017-11-24,BRK-B,182.360001,0.0
S03,2017-11-27,BRK-B,183.490005,0.0
S03,2017-11-28,BRK-B,187.539993,0.0
S03,2017-11-29,BRK-B,189.850006,0.0
S03,2017-11-30,BRK-B,193.009995,0.0
S03,2017-12-01,BRK-B,194.559998,0.0
S03,2017-12-04,BRK-B,196.960007,0.0
S03,2017-12-05,BRK-B,196.070007,0.0
S03,2017-12-06,BRK-B,196.009995,0.0
S03,2017-12-07,BRK-B,196.339996,0.0
S03,2017-12-08,BRK-B,196.440002,0.0
S03,2017-12-11,BRK-B,196.699997,0.0
S03,2017-12-12,BRK-B,199.070007,0.0
S03,2017-12-13,BRK-B,197.399994,0.0
S03,2017-12-14,BRK-B,196.660004,0.0
S03,2017-12-15,BRK-B,197.779999,0.0
S03,2017-12-18,BRK-B,199.339996,0.0
S03,2017-12-19,BRK-B,197.910004,0.0
S03,2017-12-20,BRK-B,197.789993,0.0
S03,2017-12-21,BRK-B,198.889999,0.0
S03,2017-12-22,BRK-B,197.919998,0.0
S03,2017-12-26,BRK-B,197.570007,0.0
S03,2017-12-27,BRK-B,198.690002,0.0
S03,2017-12-28,BRK-B,199.559998,0.0
S03,2017-12-29,BRK-B,198.220001,0.0
S03,2018-01-02,BRK-B,197.220001,0.0
S03,2018-01-03,BRK-B,199.789993,0.0
S03,2018-01-04,BRK-B,200.690002,0.0
S03,2018-01-05,BRK-B,201.419998,0.0
S03,2018-01-08,BRK-B,202.740005,0.0
S03,2018-01-09,BRK-B,203.020004,0.0
S03,2018-01-10,BRK-B,205.610001,0.0
S03,2018-01-11,BRK-B,206.690002,0.0
S03,2018-01-12,BRK-B,210.160004,0.0
S03,2018-01-16,BRK-B,210.289993,0.0
S03,2018-01-17,BRK-B,214.160004,0.0
S03,2018-01-18,BRK-B,213.190002,0.0
S03,2018-01-19,BRK-B,213.25,0.0
S03,2018-01-22,BRK-B,215.970001,0.0
S03,2018-01-23,BRK-B,215.559998,0.0
S03,2018-01-24,BRK-B,215.610001,0.0
S03,2018-01-25,BRK-B,215.100006,0.0
S03,2018-01-26,BRK-B,217.190002,0.0
S03,2018-01-29,BRK-B,215.460007,0.0
S03,2018-01-30,BRK-B,214.410004,0.0
S03,2018-01-31,BRK-B,214.380005,0.0
S03,2018-02-01,BRK-B,217.25,0.0
S03,2018-02-02,BRK-B,209.119995,0.0
S03,2018-02-05,BRK-B,196.800003,0.0
S03,2018-02-06,BRK-B,201.240005,0.0
S03,2018-02-07,BRK-B,200.369995,0.0
S03,2018-02-08,BRK-B,191.419998,0.0
S03,2018-02-09,BRK-B,196.020004,0.0
S03,2018-02-12,BRK-B,198.889999,0.0
S03,2018-02-13,BRK-B,197.990005,0.0
S03,2018-02-14,BRK-B,200.539993,0.0
S03,2018-02-15,BRK-B,203.899994,0.0
S03,2018-02-16,BRK-B,203.789993,0.0
S03,2018-02-20,BRK-B,203.050003,0.0
S03,2018-02-21,BRK-B,201.020004,0.0
S03,2018-02-22,BRK-B,200.729996,0.0
S03,2018-02-23,BRK-B,202.759995,0.0
S03,2018-02-26,BRK-B,210.619995,0.0
S03,2018-02-27,BRK-B,209.660004,0.0
S03,2018-02-28,BRK-B,207.199997,0.0
S03,2018-03-01,BRK-B,201.529999,0.0
S03,2018-03-02,BRK-B,201.339996,0.0
S03,2018-03-05,BRK-B,203.240005,0.0
S03,2018-03-06,BRK-B,204.550003,0.0
S03,2018-03-07,BRK-B,204.300003,0.0
S03,2018-03-08,BRK-B,205.289993,0.0
S03,2018-03-09,BRK-B,212.940002,0.0
S03,2018-03-12,BRK-B,211.820007,0.0
S03,2018-03-13,BRK-B,209.130005,0.0
S03,2018-03-14,BRK-B,206.990005,0.0
S03,2018-03-15,BRK-B,207.820007,0.0
S03,2018-03-16,BRK-B,206.960007,0.0
S03,2018-03-19,BRK-B,203.990005,0.0
S03,2018-03-20,BRK-B,204.75,0.0
S03,2018-03-21,BRK-B,204.830002,0.0
S03,2018-03-22,BRK-B,197.630005,0.0
S03,2018-03-23,BRK-B,192.460007,0.0
S03,2018-03-26,BRK-B,199.339996,0.0
S03,2018-03-27,BRK-B,196.149994,0.0
S03,2018-03-28,BRK-B,196.669998,0.0
S03,2018-03-29,BRK-B,199.479996,0.0
S03,2018-04-02,BRK-B,195.0,0.0
S03,2018-04-03,BRK-B,197.960007,0.0
S03,2018-04-04,BRK-B,200.110001,0.0
S03,2018-04-05,BRK-B,200.850006,0.0
S03,2018-04-06,BRK-B,195.490005,0.0
S03,2018-04-09,BRK-B,195.330002,0.0
S03,2018-04-10,BRK-B,197.800003,0.0
S03,2018-04-11,BRK-B,195.220001,0.0
S03,2018-04-12,BRK-B,198.130005,0.0
S03,2018-04-13,BRK-B,197.0,0.0
S03,2018-04-16,BRK-B,198.220001,0.0
S03,2018-04-17,BRK-B,199.270004,0.0
S03,2018-04-18,BRK-B,199.509995,0.0
S03,2018-04-19,BRK-B,200.380005,0.0
S03,2018-04-20,BRK-B,200.130005,0.0
S03,2018-04-23,BRK-B,199.419998,0.0
S03,2018-04-24,BRK-B,196.800003,0.0
S03,2018-04-25,BRK-B,196.800003,0.0
S03,2018-04-26,BRK-B,197.029999,0.0
S03,2018-04-27,BRK-B,197.229996,0.0
S03,2018-04-30,BRK-B,193.729996,0.0
S03,2018-05-01,BRK-B,195.110001,0.0
S03,2018-05-02,BRK-B,193.309998,0.0
S03,2018-05-03,BRK-B,191.610001,0.0
S03,2018-05-04,BRK-B,195.639999,0.0
S03,2018-05-07,BRK-B,197.059998,0.0
S03,2018-05-08,BRK-B,196.240005,0.0
S03,2018-05-09,BRK-B,199.869995,0.0
S03,2018-05-10,BRK-B,201.199997,0.0
S03,2018-05-11,BRK-B,199.300003,0.0
S03,2018-05-14,BRK-B,199.179993,0.0
S03,2018-05-15,BRK-B,197.360001,0.0
S03,2018-05-16,BRK-B,197.830002,0.0
S03,2018-05-17,BRK-B,197.490005,0.0
S03,2018-05-18,BRK-B,196.059998,0.0
S03,2018-05-21,BRK-B,197.910004,0.0
S03,2018-05-22,BRK-B,198.130005,0.0
S03,2018-05-23,BRK-B,195.949997,0.0
S03,2018-05-24,BRK-B,194.830002,0.0
S03,2018-05-25,BRK-B,194.149994,0.0
S03,2018-05-29,BRK-B,189.869995,0.0
S03,2018-05-30,BRK-B,194.100006,0.0
S03,2018-05-31,BRK-B,191.529999,0.0
S03,2018-06-01,BRK-B,192.229996,0.0
S03,2018-06-04,BRK-B,191.300003,0.0
S03,2018-06-05,BRK-B,190.770004,0.0
S03,2018-06-06,BRK-B,193.990005,0.0
S03,2018-06-07,BRK-B,195.570007,0.0
S03,2018-06-08,BRK-B,196.009995,0.0
S03,2018-06-11,BRK-B,195.330002,0.0
S03,2018-06-12,BRK-B,195.270004,0.0
S03,2018-06-13,BRK-B,194.550003,0.0
S03,2018-06-14,BRK-B,192.5,0.0
S03,2018-06-15,BRK-B,191.759995,0.0
S03,2018-06-18,BRK-B,191.110001,0.0
S03,2018-06-19,BRK-B,190.350006,0.0
S03,2018-06-20,BRK-B,189.5,0.0
S03,2018-06-21,BRK-B,188.860001,0.0
S03,2018-06-22,BRK-B,188.910004,0.0
S03,2018-06-25,BRK-B,186.729996,0.0
S03,2018-06-26,BRK-B,186.440002,0.0
S03,2018-06-27,BRK-B,184.910004,0.0
S03,2018-06-28,BRK-B,187.089996,0.0
S03,2018-06-29,BRK-B,186.649994,0.0
S03,2018-07-02,BRK-B,187.830002,0.0
S03,2018-07-03,BRK-B,186.020004,0.0
S03,2018-07-05,BRK-B,187.5,0.0
S03,2018-07-06,BRK-B,187.559998,0.0
S03,2018-07-09,BRK-B,189.639999,0.0
S03,2018-07-10,BRK-B,189.899994,0.0
S03,2018-07-11,BRK-B,189.910004,0.0
S03,2018-07-12,BRK-B,189.960007,0.0
S03,2018-07-13,BRK-B,190.960007,0.0
S03,2018-07-16,BRK-B,192.0,0.0
S03,2018-07-17,BRK-B,190.410004,0.0
S03,2018-07-18,BRK-B,200.440002,0.0
S03,2018-07-19,BRK-B,197.490005,0.0
S03,2018-07-20,BRK-B,196.779999,0.0
S03,2018-07-23,BRK-B,197.850006,0.0
S03,2018-07-24,BRK-B,198.460007,0.0
S03,2018-07-25,BRK-B,197.610001,0.0
S03,2018-07-26,BRK-B,197.460007,0.0
S03,2018-07-27,BRK-B,197.949997,0.0
S03,2018-07-30,BRK-B,199.089996,0.0
