Date,Open,High,Low,Close,Volume,Market Cap,cons_date,date_diff,pos_chg,cum_pos,cost,market_value,cum_cost,pct_return
2018-06-06,7625.97,7680.43,7502.01,7653.98,4692259840,130232893440,1900-01-01,-43255 days +00:00:00.000000000,0.0,0.0005476200817532568,0.0,4.1914731533377925,5.0,-0.1617053693324415
2018-06-07,7650.82,7741.27,7650.82,7678.24,4485799936,130671083520,1900-01-01,-43256 days +00:00:00.000000000,0.0,0.0005476200817532568,0.0,4.204758416521126,5.0,-0.1590483166957748
2018-06-08,7685.14,7698.19,7558.4,7624.92,4227579904,131270959104,1900-01-01,-43257 days +00:00:00.000000000,0.0,0.0005476200817532568,0.0,4.175559313762043,5.0,-0.16488813724759144
2018-06-09,7632.52,7683.58,7531.98,7531.98,3845220096,130386051072,1900-01-01,-43258 days +00:00:00.000000000,0.0,0.0005476200817532568,0.0,4.1246635033638945,5.0,-0.1750672993272211
2018-06-10,7499.55,7499.55,6709.07,6786.02,5804839936,128128073728,1900-01-01,-43259 days +00:00:00.000000000,0.0,0.0005476200817532568,0.0,3.716160827179236,5.0,-0.25676783456415275
2018-06-11,6799.29,6910.18,6706.63,6906.92,4745269760,116175110144,1900-01-01,-43260 days +00:00:00.000000000,0.00014478233423870552,0.0006924024159919623,0.9999999999999999,4.782368095063204,6.0,-0.20293865082279927
2018-06-12,6905.82,6907.96,6542.08,6582.36,4654380032,118007037952,1900-01-01,-43261 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.557641966928853,6.0,-0.24039300551185783
2018-06-13,6596.88,6631.66,6285.63,6349.9,5052349952,112740089856,1900-01-01,-43262 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.3966861013073615,6.0,-0.2672189831154398
2018-06-14,6342.75,6707.14,6334.46,6675.35,5138710016,108408373248,1900-01-01,-43263 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.622028467591946,6.0,-0.22966192206800906
2018-06-15,6674.08,6681.08,6433.87,6456.58,3955389952,114084323328,1900-01-01,-43264 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.470551591045384,6.0,-0.2549080681591027
2018-06-16,6455.45,6592.49,6402.29,6550.16,3194170112,110359371776,1900-01-01,-43265 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.535346609133912,6.0,-0.24410889847768136
2018-06-17,6545.53,6589.11,6499.27,6499.27,3104019968,111912886272,1900-01-01,-43266 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.500110250184081,6.0,-0.24998162496931986
2018-06-18,6510.07,6781.14,6446.68,6734.82,4039200000,111319474176,1900-01-01,-43267 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.663205639270987,6.0,-0.2227990601215022
2018-06-19,6742.39,6822.5,6709.92,6769.94,4057029888,115305701376,1900-01-01,-43268 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.6875228121206245,6.0,-0.21874619797989592
2018-06-20,6770.76,6821.56,6611.88,6776.55,3888640000,115803979776,1900-01-01,-43269 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.692099592090332,6.0,-0.21798340131827798
2018-06-21,6780.09,6810.94,6715.17,6729.74,3529129984,115976970240,1900-01-01,-43270 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.659688234997748,6.0,-0.2233852941670419
2018-06-22,6737.88,6747.08,6006.6,6083.69,5079810048,115268878336,1900-01-01,-43271 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.21236165414614,6.0,-0.29793972430897664
2018-06-23,6090.1,6224.82,6071.81,6162.48,3431360000,104198422528,1900-01-01,-43272 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.266916040502148,6.0,-0.2888473265829754
2018-06-24,6164.28,6223.78,5826.41,6173.23,4566909952,105480101888,1900-01-01,-43273 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.274359366474061,6.0,-0.2876067722543231
2018-06-25,6171.97,6327.37,6119.68,6249.18,5500810240,105625010176,1900-01-01,-43274 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.326947329968651,6.0,-0.27884211167189143
2018-06-26,6253.55,6290.16,6093.67,6093.67,3279759872,107033337856,1900-01-01,-43275 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.219271830257741,6.0,-0.29678802829037654
2018-06-27,6084.4,6180.0,6052.85,6157.13,3296219904,104149196800,1900-01-01,-43276 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.26321168757659,6.0,-0.2894647187372349
2018-06-28,6153.16,6170.41,5873.05,5903.44,3467800064,105335562240,1900-01-01,-43277 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.087556118663589,6.0,-0.31874064688940174
2018-06-29,5898.13,6261.66,5835.75,6218.3,3966230016,100981440512,1900-01-01,-43278 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.3055659433628195,6.0,-0.2824056761061967
2018-06-30,6214.22,6465.51,6214.22,6404.0,4543860224,106404847616,1900-01-01,-43279 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.434145072012527,6.0,-0.2609758213312455
2018-07-01,6411.68,6432.85,6289.29,6385.82,4788259840,109797138432,1900-01-01,-43280 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.421557196089792,6.0,-0.2630738006517013
2018-07-02,6380.38,6683.86,6305.7,6614.18,4396930048,109272858624,1900-01-01,-43281 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.579674211805718,6.0,-0.23672096469904702
2018-07-03,6596.66,6671.37,6447.75,6529.59,4672309760,112988749824,1900-01-01,-43282 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.521103891436957,6.0,-0.24648268476050716
2018-07-04,6550.87,6771.92,6450.46,6597.55,4176689920,112213950464,1900-01-01,-43283 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.568159559627771,6.0,-0.2386400733953714
2018-07-05,6599.71,6749.54,6546.65,6639.14,4999240192,113061527552,1900-01-01,-43284 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.596956576108877,6.0,-0.2338405706485206
2018-07-06,6638.69,6700.94,6533.55,6673.5,4313959936,113740677120,1900-01-01,-43285 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.62074752312236,6.0,-0.22987541281294
2018-07-07,6668.71,6863.99,6579.24,6856.93,3961080064,114268422144,1900-01-01,-43286 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.747754898287766,6.0,-0.20870751695203893
2018-07-08,6857.8,6885.91,6747.98,6773.88,3386210048,117521514496,1900-01-01,-43287 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.690250877639634,6.0,-0.2182915203933944
2018-07-09,6775.08,6838.68,6724.34,6741.75,3718129920,116117585920,1900-01-01,-43288 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.668003988013812,6.0,-0.22199933533103133
2018-07-10,6739.21,6767.74,6320.72,6329.95,4052430080,115514351616,1900-01-01,-43289 days +00:00:00.000000000,0.0,0.0006924024159919623,0.0,4.382872673108322,6.0,-0.269521221148613
2018-07-11,6330.77,6444.96,6330.47,6394.71,3644859904,108525068288,1900-01-01,-43290 days +00:00:00.000000000,0.000156379257229804,0.0008487816732217663,1.0,5.427712653567961,7.0,-0.2246124780617198
2018-07-12,6396.78,6397.1,6136.42,6228.81,3770170112,109667352576,1900-01-01,-43291 days +00:00:00.000000000,0.0,0.0008487816732217663,0.0,5.28689977398047,7.0,-0.24472860371707572
2018-07-13,6235.03,6310.55,6192.24,6238.05,3805400064,106905509888,1900-01-01,-43292 days +00:00:00.000000000,0.0,0.0008487816732217663,0.0,5.29474251664104,7.0,-0.24360821190842297
2018-07-14,6247.5,6298.19,6212.22,6276.12,2923670016,107130486784,1900-01-01,-43293 days +00:00:00.000000000,0.0,0.0008487816732217663,0.0,5.327055634940591,7.0,-0.23899205215134411
2018-07-15,6272.7,6403.46,6256.51,6359.64,3285459968,107572805632,1900-01-01,-43294 days +00:00:00.000000000,0.0,0.0008487816732217663,0.0,5.3979458802880735,7.0,-0.22886487424456092
2018-07-16,6357.01,6741.75,6357.01,6741.75,4725799936,109029466112,1900-01-01,-43295 days +00:00:00.000000000,0.0,0.0008487816732217663,0.0,5.722273845442842,7.0,-0.18253230779387963
2018-07-17,6739.65,7387.24,6684.17,7321.04,5961950208,115602178048,1900-01-01,-43296 days +00:00:00.000000000,0.0,0.0008487816732217663,0.0,6.21396458092348,7.0,-0.11229077415378863
2018-07-18,7315.32,7534.99,7280.47,7370.78,6103410176,125490839552,1900-01-01,-43297 days +00:00:00.000000000,0.0,0.0008487816732217663,0.0,6.25618298134953,7.0,-0.10625957409292419
